From	Entry	Gene Names (primary)	Gene Ontology IDs
Q6ZQQ6	Q6ZQQ6	WDR87	
Q6ZQX7	Q6ZQX7	LIAT1	GO:0016598
Q6ZQY2	Q6ZQY2	LRRC74B	
Q6ZRX8	Q6ZRX8		
Q710D3	Q710D3	Unc93a	GO:0005886; GO:0016021
Q711T7	Q711T7	Nadsyn1	GO:0003952; GO:0004359; GO:0005524; GO:0005737; GO:0008795; GO:0009435; GO:0034627
Q76LL6	Q76LL6	Fhod3	GO:0005737; GO:0005856; GO:0005865; GO:0030018; GO:0030837; GO:0030866; GO:0045214; GO:0051015; GO:0051639; GO:0055003
Q7JQ07	Q7JQ07	mariner\T	GO:0003677; GO:0004519; GO:0005634; GO:0006310; GO:0015074; GO:0046872
Q7JQD3	Q7JQD3	AM	GO:0003779; GO:0005509; GO:0005737; GO:0005856; GO:0030041; GO:0030043; GO:0045010; GO:0051014; GO:0051015; GO:0051693
Q7K566	Q7K566	Bmcp	GO:0005743; GO:0007605; GO:0008272; GO:0015116; GO:0015117; GO:0015131; GO:0015140; GO:0015141; GO:0015297; GO:0015709; GO:0015729; GO:0016021; GO:0019222; GO:0022857; GO:0035435; GO:0071422; GO:0071423
Q7L0X2	Q7L0X2	ERICH6	
Q7LFX5	Q7LFX5	CHST15	GO:0000139; GO:0016021; GO:0019319; GO:0030206; GO:0050656; GO:0050659
Q7LHG5	Q7LHG5	TY3B-I	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197
Q7PPU9	Q7PPU9		GO:0005886; GO:0016021
Q7QH73	Q7QH73	pxt	GO:0004601; GO:0005576; GO:0006979; GO:0020037; GO:0042744; GO:0046872; GO:0048477; GO:0140825
Q7SXW3	Q7SXW3	lrrc40	GO:0004722; GO:0005737; GO:0007165; GO:0043231
Q7SXW4	Q7SXW4	emc3	GO:0005794; GO:0016021; GO:0030140; GO:0030176; GO:0045050; GO:0045494; GO:0060041; GO:0071816; GO:0072546
Q7T0T2	Q7T0T2	lamtor3-b	GO:0008104; GO:0032008; GO:0050790; GO:0071230; GO:0071986
Q7T0Y4	Q7T0Y4	drc1	GO:0005858; GO:0005930; GO:0031514; GO:0060285; GO:0070286
Q7T207	Q7T207	sec61g	GO:0005789; GO:0008320; GO:0016021; GO:0043022; GO:0045047
Q7XPJ0	Q7XPJ0	KIN14I	GO:0003777; GO:0005516; GO:0005524; GO:0005737; GO:0005871; GO:0005874; GO:0007018; GO:0008017; GO:0016491; GO:0016887
Q7Z3Z3	Q7Z3Z3	PIWIL3	GO:0003723; GO:0004521; GO:0005634; GO:0005737; GO:0006417; GO:0007283; GO:0030154; GO:0031047; GO:0034584; GO:0043186; GO:0051321
Q7Z449	Q7Z449	CYP2U1	GO:0004497; GO:0005506; GO:0005737; GO:0005743; GO:0005789; GO:0006082; GO:0006805; GO:0008395; GO:0016021; GO:0016712; GO:0020037; GO:0043231; GO:0052869; GO:0097267; GO:0102033
Q7Z5L3	Q7Z5L3	C1QL2	GO:0005581; GO:0005615; GO:0042802
Q7Z5P9	Q7Z5P9	MUC19	GO:0005576; GO:0005796; GO:0005886
Q7ZTZ2	Q7ZTZ2	rsl24d1	GO:0005730; GO:0042273
Q7ZV22	Q7ZV22	mtap	GO:0005634; GO:0005829; GO:0006166; GO:0017061; GO:0019509
Q7ZX59	Q7ZX59	crlf3	GO:0005737
Q7ZY69	Q7ZY69	pes1	GO:0000463; GO:0000466; GO:0005654; GO:0005730; GO:0030687; GO:0043021; GO:0051726; GO:0070545
Q802F3	Q802F3	selenof	GO:0005788; GO:0008430; GO:0016491
Q803I2	Q803I2	ergic3	GO:0005783; GO:0006888; GO:0006890; GO:0016020; GO:0030134; GO:0030173; GO:0030176; GO:0033116
Q805F9	Q805F9	DDB1	GO:0003677; GO:0005634; GO:0005654; GO:0005737; GO:0006281; GO:0016567; GO:0031464; GO:0031465; GO:0035861; GO:0042752; GO:0043161; GO:0048511; GO:0080008
Q80U72	Q80U72	Scrib	GO:0001768; GO:0001772; GO:0001843; GO:0001921; GO:0002093; GO:0003382; GO:0005654; GO:0005737; GO:0005829; GO:0005886; GO:0005911; GO:0005912; GO:0008104; GO:0008283; GO:0014069; GO:0016080; GO:0016323; GO:0016324; GO:0016331; GO:0016477; GO:0021747; GO:0030027; GO:0030054; GO:0030859; GO:0031252; GO:0032729; GO:0034750; GO:0035089; GO:0035748; GO:0036342; GO:0042060; GO:0042734; GO:0043065; GO:0043113; GO:0043615; GO:0044291; GO:0045197; GO:0045211; GO:0045930; GO:0045947; GO:0046007; GO:0048488; GO:0048593; GO:0050918; GO:0060088; GO:0060122; GO:0060561; GO:0060603; GO:0071896; GO:0090630; GO:0097120; GO:0098609; GO:0098887; GO:0098968; GO:0098978; GO:0099003; GO:0099147; GO:0099149
Q80US4	Q80US4	Actr5	GO:0000723; GO:0005634; GO:0005737; GO:0006275; GO:0006282; GO:0006302; GO:0006310; GO:0006338; GO:0006355; GO:0031011; GO:0033044; GO:0045739; GO:0045893; GO:0045995; GO:0051726; GO:0060382; GO:0070914; GO:1904507
Q80VI1	Q80VI1	Trim56	GO:0000785; GO:0004842; GO:0005654; GO:0005737; GO:0006513; GO:0008270; GO:0032728; GO:0034340; GO:0044790; GO:0045087; GO:0045893; GO:0046597; GO:0051607; GO:0060340; GO:0061630; GO:0070534
Q80XJ3	Q80XJ3	Ttc28	GO:0005737; GO:0005813; GO:0007049; GO:0007346; GO:0019900; GO:0030496; GO:0051301; GO:0072686; GO:0097431; GO:1990023
Q80ZA4	Q80ZA4	Pkhd1l1	GO:0007605; GO:0016021; GO:0032426; GO:0120234
Q866A2	Q866A2	CHRNA7	GO:0001540; GO:0001666; GO:0005231; GO:0005886; GO:0005887; GO:0005892; GO:0006816; GO:0006874; GO:0007165; GO:0007268; GO:0007271; GO:0007614; GO:0008284; GO:0015464; GO:0015643; GO:0017081; GO:0022848; GO:0030594; GO:0032720; GO:0034220; GO:0035094; GO:0042166; GO:0042391; GO:0042803; GO:0043005; GO:0043410; GO:0045202; GO:0045766; GO:0050877; GO:0050890; GO:0070161; GO:0098978; GO:0098981; GO:0099056; GO:0099061; GO:1902430; GO:1904315; GO:1905144
Q86FP7	Q86FP7	RpS23	GO:0002181; GO:0003735; GO:0005791; GO:0022627; GO:0042788
Q86GC8	Q86GC8	ACHE1	GO:0003990; GO:0005576; GO:0005886; GO:0042135; GO:0045202; GO:0070161
Q86I06	Q86I06	nek3	GO:0004674; GO:0005524; GO:0005737; GO:0006468; GO:0106310
Q86SG6	Q86SG6	NEK8	GO:0004674; GO:0005524; GO:0005634; GO:0005737; GO:0005813; GO:0005929; GO:0006468; GO:0007059; GO:0007368; GO:0007507; GO:0009887; GO:0035330; GO:0046872; GO:0097543; GO:0097546; GO:0106310
Q86UC2	Q86UC2	RSPH3	GO:0005737; GO:0005856; GO:0005929
Q86VV8	Q86VV8	RTTN	GO:0005737; GO:0005813; GO:0005814; GO:0007099; GO:0007368; GO:0010457; GO:0032053; GO:0036064
Q86XH1	Q86XH1	IQCA1	GO:0005524; GO:0005737; GO:0005856; GO:0016887; GO:0031514
Q8AVT9	Q8AVT9	arpc1a-a	GO:0003779; GO:0005634; GO:0005737; GO:0005885; GO:0030833; GO:0034314; GO:0035861
Q8AVY1	Q8AVY1	odf3	GO:0005737
Q8AXY5	Q8AXY5	cyp3a56	GO:0005506; GO:0005789; GO:0020037; GO:0070330
Q8AYS8	Q8AYS8	KCNMA1	GO:0005244; GO:0016021; GO:0034765; GO:0045211; GO:0046872; GO:0060072
Q8BGC4	Q8BGC4	Ptgr3	GO:0005739; GO:0005777; GO:0008270; GO:0016491; GO:0036132; GO:0045599; GO:0047522
Q8BGZ4	Q8BGZ4	Cdc23	GO:0000278; GO:0005680; GO:0005737; GO:0007080; GO:0007091; GO:0016567; GO:0030071; GO:0031145; GO:0045842; GO:0051301; GO:0070979
Q8BH04	Q8BH04	Pck2	GO:0004611; GO:0004613; GO:0005525; GO:0005739; GO:0005829; GO:0006090; GO:0006094; GO:0006107; GO:0006116; GO:0019543; GO:0030145; GO:0032024; GO:0032869; GO:0033993; GO:0042594; GO:0046327; GO:0070365; GO:0071333; GO:0071549
Q8BH95	Q8BH95	Echs1	GO:0004165; GO:0004300; GO:0005739; GO:0005759; GO:0006635; GO:0043956; GO:0120092
Q8BHW2	Q8BHW2	Oscp1	GO:0005737; GO:0005886; GO:0009925; GO:0022857; GO:1990961
Q8BI79	Q8BI79	Ccdc40	GO:0001947; GO:0003341; GO:0003351; GO:0003356; GO:0005576; GO:0005737; GO:0005929; GO:0005930; GO:0007368; GO:0030317; GO:0030324; GO:0031514; GO:0035082; GO:0035469; GO:0036159; GO:0044458; GO:0060287; GO:0061512; GO:0070286; GO:0071907; GO:0071910
Q8BM89	Q8BM89	Arsj	GO:0005576; GO:0008484; GO:0015629; GO:0046872
Q8BQB6	Q8BQB6	Saxo2	GO:0005634; GO:0005814; GO:0005856; GO:0005879; GO:0008017; GO:0036064; GO:0036126
Q8BSN3	Q8BSN3	ODAD3	GO:0003341; GO:0005576; GO:0005814; GO:0005929; GO:0005930; GO:0007283; GO:0007368; GO:0007420; GO:0007507; GO:0030317; GO:0035253; GO:0035264; GO:0036064; GO:0036158; GO:0060287; GO:0061371; GO:0090660; GO:0097542; GO:0120228; GO:1902017
Q8BTN6	Q8BTN6	Leng9	GO:0046872
Q8BV57	Q8BV57	Ssc5d	GO:0001968; GO:0005044; GO:0005576; GO:0005615; GO:0005737; GO:0006952; GO:0016020; GO:0031012; GO:0032677; GO:0032717; GO:0042494; GO:0043236; GO:0045087; GO:0050829; GO:0050830; GO:0050840; GO:0062023
Q8H0D3	Q8H0D3	DXMT2	GO:0009820; GO:0032259; GO:0046872; GO:0102740; GO:0102741
Q8I430	Q8I430	SUB3	GO:0004252; GO:0005615; GO:0006508; GO:0016020; GO:0016485
Q8I7P9	Q8I7P9	pol	GO:0003676; GO:0003887; GO:0003964; GO:0004519; GO:0005634; GO:0006313; GO:0006508; GO:0008233; GO:0015074; GO:0042575
Q8IDX6	Q8IDX6	RH2a	GO:0005615; GO:0008201; GO:0016020; GO:0016021; GO:0016324; GO:0031410; GO:0044647; GO:0046789; GO:0098609; GO:1990225
Q8IFN0	Q8IFN0		GO:0016021
Q8IT98	Q8IT98	RPS18	GO:0003735; GO:0005737; GO:0005840; GO:0006412; GO:0019843; GO:1990904
Q8ITC3	Q8ITC3	RPS19	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q8IUH3	Q8IUH3	RBM45	GO:0003723; GO:0005634; GO:0005654; GO:0005737; GO:0007399; GO:0030154; GO:0042802; GO:1990904
Q8IV35	Q8IV35	WDR49	
Q8IVF4	Q8IVF4	DNAH10	GO:0005524; GO:0005874; GO:0005930; GO:0007018; GO:0008569; GO:0030286; GO:0045505; GO:0051959; GO:0097729
Q8IXR9	Q8IXR9	C12orf56	
Q8IY84	Q8IY84	NIM1K	GO:0000287; GO:0004674; GO:0005524; GO:0006468; GO:0035556; GO:0042149; GO:0106310
Q8IYW2	Q8IYW2	CFAP46	GO:0005930; GO:0035082; GO:0060294
Q8JG30	Q8JG30	SULT1B1	GO:0004062; GO:0005737; GO:0006805; GO:0008146; GO:0042403; GO:0051923
Q8K259	Q8K259	Gin1	GO:0003676; GO:0015074
Q8K2J9	Q8K2J9	Btbd6	GO:0005829; GO:0022008
Q8K2Q0	Q8K2Q0	Commd9	GO:0005654; GO:0005794; GO:0005829; GO:0006814; GO:0031410; GO:0042632
Q8MI28	Q8MI28	EVC2	GO:0005634; GO:0005737; GO:0005856; GO:0007224; GO:0016021; GO:0060170; GO:0098797
Q8MPM1	Q8MPM1	gelsolin	GO:0005737; GO:0005856; GO:0051015; GO:0051693
Q8N556	Q8N556	AFAP1	GO:0003779; GO:0005829; GO:0005925; GO:0009966; GO:0015629; GO:0017124; GO:0042169; GO:0051493
Q8N567	Q8N567	ZCCHC9	GO:0003723; GO:0005654; GO:0005730; GO:0008270
Q8N5B7	Q8N5B7	CERS5	GO:0003677; GO:0005783; GO:0005789; GO:0016021; GO:0016410; GO:0030148; GO:0046513; GO:0050291
Q8N7Z2	Q8N7Z2	GOLGA6L1	
Q8N8D1	Q8N8D1	PDCD7	GO:0005654; GO:0005689; GO:0006915; GO:0008380; GO:0051384
Q8NA69	Q8NA69	TEX45	
Q8NB46	Q8NB46	ANKRD52	
Q8NE09	Q8NE09	RGS22	GO:0001650; GO:0001965; GO:0005634; GO:0005737; GO:0005829; GO:0009968; GO:0015629
Q8NEP7	Q8NEP7	KLHDC9	GO:0030332
Q8NF91	Q8NF91	SYNE1	GO:0000932; GO:0003723; GO:0003779; GO:0005521; GO:0005634; GO:0005635; GO:0005640; GO:0005654; GO:0005730; GO:0005737; GO:0005794; GO:0005856; GO:0006997; GO:0007030; GO:0007283; GO:0016021; GO:0019899; GO:0030017; GO:0031965; GO:0034993; GO:0042692; GO:0042802; GO:0042803; GO:0045211; GO:0051015; GO:0090292; GO:0140444
Q8NFH3	Q8NFH3	NUP43	GO:0000776; GO:0005635; GO:0005643; GO:0005654; GO:0005829; GO:0006913; GO:0007049; GO:0007059; GO:0015031; GO:0016607; GO:0031080; GO:0051028; GO:0051301
Q8R034	Q8R034	Anapc13	GO:0005680; GO:0007049; GO:0051301; GO:0070979
Q8R3C6	Q8R3C6	Rbm19	GO:0000398; GO:0003723; GO:0005654; GO:0005694; GO:0005730; GO:0005737; GO:0016607; GO:0040019
Q8R3N1	Q8R3N1	Nop14	GO:0005654; GO:0005730; GO:0019899; GO:0030490; GO:0030515; GO:0030692; GO:0032040; GO:0042274
Q8R3P7	Q8R3P7	Cluap1	GO:0001843; GO:0001947; GO:0005654; GO:0005813; GO:0005929; GO:0007224; GO:0021508; GO:0030991; GO:0030992; GO:0035082; GO:0035720; GO:0042073; GO:0043231; GO:0060271; GO:0060972; GO:0097542; GO:0097546
Q8RZB5	Q8RZB5	CML10	GO:0005509
Q8TB40	Q8TB40	ABHD4	GO:0004622; GO:0005739; GO:0005789; GO:0005811; GO:0006654; GO:0016042; GO:0016787; GO:0036152; GO:0042171; GO:0052689; GO:0055088; GO:0070292
Q8TBH0	Q8TBH0	ARRDC2	GO:0005737; GO:0005886; GO:0015031; GO:0031410
Q8TD35	Q8TD35	LKAAEAR1	
Q8TE73	Q8TE73	DNAH5	GO:0003341; GO:0003351; GO:0005524; GO:0005576; GO:0005737; GO:0005874; GO:0005930; GO:0007018; GO:0007368; GO:0007507; GO:0008569; GO:0021670; GO:0030286; GO:0030317; GO:0031514; GO:0036157; GO:0036158; GO:0045505; GO:0051649; GO:0051959; GO:0060271; GO:0097728; GO:0097729
Q8TGM7	Q8TGM7	ART2	
Q8UWA5	Q8UWA5	ca2	GO:0004089; GO:0005737; GO:0005886; GO:0008270
Q8VBT2	Q8VBT2	Sds	GO:0003941; GO:0004794; GO:0005739; GO:0005829; GO:0006094; GO:0006565; GO:0006567; GO:0006629; GO:0009097; GO:0030170; GO:0042803; GO:0042866; GO:0065003
Q8VE65	Q8VE65	Taf12	GO:0000124; GO:0003677; GO:0003713; GO:0005634; GO:0005669; GO:0006282; GO:0006352; GO:0006355; GO:0006357; GO:0006367; GO:0006468; GO:0016251; GO:0016573; GO:0017025; GO:0033276; GO:0035521; GO:0035522; GO:0042789; GO:0043484; GO:0043966; GO:0045893; GO:0045944; GO:0046695; GO:0046982; GO:0051091; GO:0051123; GO:0060261; GO:0140297
Q8VHE6	Q8VHE6	Dnah5	GO:0003341; GO:0003351; GO:0003777; GO:0005524; GO:0005576; GO:0005737; GO:0005858; GO:0005874; GO:0005930; GO:0007018; GO:0007368; GO:0007507; GO:0008569; GO:0021670; GO:0030286; GO:0030317; GO:0031514; GO:0036157; GO:0036158; GO:0045505; GO:0051649; GO:0051959; GO:0060271; GO:0097728; GO:0097729
Q8WNU8	Q8WNU8	NEK11	GO:0004674; GO:0005524; GO:0005730; GO:0006468; GO:0031573; GO:0035556; GO:0046872; GO:0106310
Q8WQA4	Q8WQA4	exc-4	GO:0002064; GO:0005244; GO:0005254; GO:0005737; GO:0005764; GO:0005887; GO:0006821; GO:0016020; GO:0016324; GO:0034707; GO:0034765; GO:0035150; GO:0043296
Q8WRF3	Q8WRF3	RpL32	GO:0003735; GO:0005840; GO:0006412; GO:1990904
Q8WTN9	Q8WTN9	GALNAC4S6ST	GO:0000139; GO:0050659
Q8WW12	Q8WW12	PCNP	GO:0005634; GO:0005654; GO:0007049; GO:0016567; GO:0016604; GO:0043161
Q8WWC4	Q8WWC4	MAIP1	GO:0005743; GO:0005759; GO:0007007; GO:0032979; GO:0036444; GO:0043022; GO:0051204; GO:0051560
Q8WXX0	Q8WXX0	DNAH7	GO:0003341; GO:0003777; GO:0005509; GO:0005524; GO:0005829; GO:0005858; GO:0005874; GO:0005929; GO:0007018; GO:0008569; GO:0030286; GO:0036156; GO:0036159; GO:0045505; GO:0051959; GO:0060285
Q8X529	Q8X529	gpr	GO:0009438; GO:0016616
Q8Y3L4	Q8Y3L4	inlJ	GO:0005576; GO:0007155
Q8YTC2	Q8YTC2		GO:0043531
Q90474	Q90474	hsp90a.1	GO:0005524; GO:0005634; GO:0005829; GO:0005886; GO:0006457; GO:0007517; GO:0010038; GO:0014866; GO:0016887; GO:0030018; GO:0030235; GO:0030239; GO:0030240; GO:0030241; GO:0031672; GO:0032991; GO:0034605; GO:0042470; GO:0043025; GO:0043209; GO:0045429; GO:0048471; GO:0048769; GO:0050821; GO:0050900; GO:0051082; GO:0071688; GO:0097718; GO:0140662
Q90922	Q90922	NTN1	GO:0002456; GO:0005125; GO:0005576; GO:0005604; GO:0005654; GO:0005829; GO:0006930; GO:0007097; GO:0007265; GO:0008045; GO:0009887; GO:0009888; GO:0014009; GO:0015629; GO:0016358; GO:0019724; GO:0030517; GO:0032488; GO:0033564; GO:0042100; GO:0042472; GO:0045773; GO:0051963; GO:0060252; GO:0061643; GO:0071944; GO:0097475; GO:0098609; GO:1903975; GO:2000147
Q90Z10	Q90Z10	rpl13	GO:0003723; GO:0003735; GO:0006412; GO:0022625; GO:0051726
Q91784	Q91784	kif4	GO:0003677; GO:0003777; GO:0005524; GO:0005634; GO:0005694; GO:0005737; GO:0005874; GO:0007018; GO:0008017; GO:0046872; GO:0051536
Q91V37	Q91V37	Atp6v0b	GO:0000220; GO:0005768; GO:0008553; GO:0016020; GO:0016021; GO:0016471; GO:0030665; GO:0046961; GO:1902600
Q91VC0	Q91VC0	Dctpp1	GO:0000287; GO:0005634; GO:0005739; GO:0005829; GO:0006253; GO:0009143; GO:0016462; GO:0032556; GO:0042262; GO:0042802; GO:0047429; GO:0047840
Q91VS8	Q91VS8	Farp2	GO:0005085; GO:0005737; GO:0005829; GO:0005856; GO:0007155; GO:0008092; GO:0016322; GO:0016601; GO:0022405; GO:0030316; GO:0031532; GO:0033623; GO:0071526; GO:0071800
Q91WD2	Q91WD2	Trpv6	GO:0005216; GO:0005262; GO:0005516; GO:0005886; GO:0005887; GO:0006816; GO:0016021; GO:0034704; GO:0035898; GO:0042802; GO:0046872; GO:0051289; GO:0051592; GO:0055074; GO:0070509; GO:0070588; GO:0098703
Q91WG5	Q91WG5	Prkag2	GO:0004679; GO:0004862; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0005977; GO:0006110; GO:0006468; GO:0006469; GO:0006633; GO:0008603; GO:0008607; GO:0010800; GO:0016208; GO:0019217; GO:0019887; GO:0019901; GO:0030295; GO:0031588; GO:0031669; GO:0035556; GO:0042149; GO:0043531; GO:0045860; GO:0050790
Q91WK5	Q91WK5	Gcsh	GO:0004047; GO:0005737; GO:0005739; GO:0005960; GO:0009249; GO:0019464; GO:0019899
Q91XQ5	Q91XQ5	Chst15	GO:0000139; GO:0016021; GO:0019319; GO:0050656; GO:0050659
Q92005	Q92005	eef1a	GO:0003746; GO:0003924; GO:0005525; GO:0005737; GO:0006412; GO:0006414
Q923B0	Q923B0	Ggact	GO:0005829; GO:0042219; GO:0061929
Q923I8	Q923I8	Cry2	GO:0000122; GO:0000976; GO:0003677; GO:0003684; GO:0003697; GO:0005576; GO:0005634; GO:0005737; GO:0005739; GO:0006606; GO:0007623; GO:0009416; GO:0009881; GO:0014823; GO:0016922; GO:0019900; GO:0019901; GO:0019902; GO:0019915; GO:0032515; GO:0032868; GO:0032922; GO:0042593; GO:0042752; GO:0042754; GO:0043153; GO:0045892; GO:0071949; GO:2000118; GO:2000323; GO:2000850
Q92890	Q92890	UFD1	GO:0001501; GO:0004843; GO:0005634; GO:0005654; GO:0005829; GO:0006511; GO:0030433; GO:0030970; GO:0031593; GO:0032480; GO:0034098; GO:0036435; GO:0036501; GO:0039536; GO:0071712
Q93104	Q93104		GO:0007049
Q95J53	Q95J53	BTBD16	
Q95JR6	Q95JR6	CNBD2	GO:0005829; GO:0030552
Q95K40	Q95K40	CCDC83	
Q95NR9	Q95NR9		GO:0005509; GO:0019722
Q95P23	Q95P23	ENPP	GO:0005576; GO:0007218
Q95SX7	Q95SX7	RTase	GO:0003964; GO:0006313
Q95WA0	Q95WA0	RPL26	GO:0003723; GO:0003735; GO:0006412; GO:0015934
Q95WY0	Q95WY0		GO:0006937; GO:0042803
Q964D9	Q964D9		GO:0005524; GO:0005737; GO:0005856
Q969V4	Q969V4	TEKT1	GO:0005634; GO:0005879; GO:0015630; GO:0031514; GO:0060271; GO:0060294
Q96EE3	Q96EE3	SEH1L	GO:0000776; GO:0005198; GO:0005635; GO:0005643; GO:0005765; GO:0005829; GO:0006913; GO:0006999; GO:0007080; GO:0015031; GO:0031080; GO:0031503; GO:0032008; GO:0034198; GO:0035859; GO:0050830; GO:0051028; GO:0051301; GO:0051315; GO:0061700; GO:1904262; GO:1904263
Q96HY7	Q96HY7	DHTKD1	GO:0002244; GO:0004591; GO:0005739; GO:0005759; GO:0006091; GO:0006096; GO:0006099; GO:0030976
Q96IR7	Q96IR7	HPDL	GO:0003868; GO:0005739; GO:0009072; GO:0046872
Q96JC1	Q96JC1	VPS39	GO:0005737; GO:0005765; GO:0005770; GO:0006886; GO:0006914; GO:0008333; GO:0010008; GO:0016020; GO:0030123; GO:0030897; GO:0031902; GO:0032456; GO:0034058; GO:0035542; GO:0061909; GO:1902501; GO:1902774
Q96L92	Q96L92	SNX27	GO:0001770; GO:0001772; GO:0005768; GO:0005769; GO:0005829; GO:0006886; GO:0007165; GO:0008333; GO:0016197; GO:0031901; GO:0032266; GO:0032456; GO:0035091
Q96LB3	Q96LB3	IFT74	GO:0003334; GO:0003682; GO:0005634; GO:0005813; GO:0005929; GO:0007219; GO:0007368; GO:0007507; GO:0010839; GO:0030992; GO:0031410; GO:0031514; GO:0033630; GO:0035720; GO:0035735; GO:0043616; GO:0045944; GO:0048487; GO:0060271; GO:0097542; GO:1905515
Q96M69	Q96M69	LRGUK	GO:0001669; GO:0002177; GO:0004385; GO:0005524; GO:0005829; GO:0007283; GO:0016310; GO:0030154; GO:0035082; GO:0042995
Q96M98	Q96M98	PACRG	GO:0001664; GO:0002177; GO:0003779; GO:0005634; GO:0005829; GO:0005879; GO:0007286; GO:0008104; GO:0030544; GO:0031072; GO:0031625; GO:0031982; GO:0034620; GO:0043005; GO:0043014; GO:0044297; GO:0048487; GO:0051087; GO:0051879; GO:0060548; GO:0097225
Q96MC6	Q96MC6	MFSD14A	GO:0001675; GO:0007289; GO:0016021; GO:0022857; GO:0030382
Q96MR6	Q96MR6	CFAP57	
Q96MW5	Q96MW5	COG8	GO:0000139; GO:0000301; GO:0005794; GO:0006891; GO:0007030; GO:0015031; GO:0016020; GO:0017119; GO:0032588; GO:0070085
Q96N23	Q96N23	CFAP54	GO:0005576; GO:0005930; GO:0007283; GO:0051649; GO:0060271; GO:0060294; GO:0090660; GO:0120197; GO:0120316
Q96ST3	Q96ST3	SIN3A	GO:0000118; GO:0000122; GO:0000776; GO:0000785; GO:0001701; GO:0002218; GO:0002230; GO:0002244; GO:0003677; GO:0003682; GO:0003713; GO:0003714; GO:0003723; GO:0005634; GO:0005654; GO:0005730; GO:0006260; GO:0006476; GO:0007568; GO:0008104; GO:0010817; GO:0010971; GO:0016575; GO:0016580; GO:0017053; GO:0021895; GO:0030336; GO:0030512; GO:0030516; GO:0031453; GO:0042754; GO:0043066; GO:0043619; GO:0044877; GO:0045666; GO:0045892; GO:0045944; GO:0048511; GO:0051595; GO:0061629; GO:0071333; GO:0140416; GO:1900181; GO:1901675; GO:1902455; GO:1902459; GO:1903351; GO:2000678
Q98TX3	Q98TX3	PDCD4	GO:0003723; GO:0005634; GO:0005737; GO:0005829; GO:0043508; GO:0045892
Q99088	Q99088	ldlr-b	GO:0005509; GO:0005905; GO:0006869; GO:0006897; GO:0008203; GO:0016021; GO:0034362
Q99315	Q99315	TY3B-G	GO:0000943; GO:0003677; GO:0003723; GO:0003887; GO:0003964; GO:0004190; GO:0004523; GO:0004540; GO:0005524; GO:0005634; GO:0005737; GO:0006310; GO:0006508; GO:0008233; GO:0008270; GO:0015074; GO:0032197
Q99471	Q99471	PFDN5	GO:0001540; GO:0003714; GO:0005634; GO:0005737; GO:0005829; GO:0006355; GO:0006457; GO:0016272; GO:0045111; GO:0045892; GO:0050821; GO:0051082; GO:0060041; GO:0090090; GO:1905907
Q99932	Q99932	SPAG8	GO:0001669; GO:0001673; GO:0005634; GO:0005737; GO:0005819; GO:0005879; GO:0007049; GO:0007283; GO:0007338; GO:0008017; GO:0016020; GO:0030154; GO:0032092; GO:0045944
Q99J62	Q99J62	Rfc4	GO:0003677; GO:0003689; GO:0005524; GO:0005634; GO:0005654; GO:0005663; GO:0006261; GO:0006281; GO:0016887; GO:0017116; GO:0019899; GO:0031390; GO:0031391; GO:1900264
Q99JY3	Q99JY3	Gimap4	GO:0005525; GO:0005829; GO:0043231
Q99KI0	Q99KI0	Aco2	GO:0001889; GO:0003994; GO:0005506; GO:0005739; GO:0005829; GO:0006099; GO:0006101; GO:0006102; GO:0035900; GO:0043209; GO:0047780; GO:0051538; GO:0051539
Q99M71	Q99M71	Epdr1	GO:0005509; GO:0005543; GO:0005576; GO:0005764; GO:0007160; GO:0042802; GO:0043202; GO:1905573; GO:1990764
Q99MN1	Q99MN1	Kars1	GO:0000049; GO:0002276; GO:0002863; GO:0003877; GO:0004824; GO:0005524; GO:0005615; GO:0005634; GO:0005737; GO:0005739; GO:0005829; GO:0005886; GO:0006430; GO:0010165; GO:0015966; GO:0016597; GO:0017101; GO:0042802; GO:0042803; GO:0043032; GO:0045893; GO:0070371; GO:0097110
Q99N91	Q99N91	Mrpl34	GO:0003735; GO:0005739; GO:0005743; GO:0005762; GO:0006412; GO:0032543
Q99P25	Q99P25	Tsnaxip1	GO:0005737; GO:0007283; GO:0030154; GO:0048471
Q99PV0	Q99PV0	Prpf8	GO:0000244; GO:0000398; GO:0005634; GO:0005682; GO:0008237; GO:0016607; GO:0017070; GO:0030532; GO:0030619; GO:0030620; GO:0030623; GO:0046540; GO:0070530; GO:0071005; GO:0071006; GO:0071007; GO:0071013; GO:0071222; GO:0071356; GO:0097157
Q9BGI3	Q9BGI3	PRDX2	GO:0002357; GO:0002536; GO:0005829; GO:0008379; GO:0010310; GO:0019430; GO:0030194; GO:0031665; GO:0032088; GO:0032496; GO:0042098; GO:0042744; GO:0043029; GO:0043410; GO:0045321; GO:0045454; GO:0045581; GO:0048538; GO:0097191; GO:0140824; GO:2001240
Q9BMX5	Q9BMX5	RPS6	GO:0003735; GO:0005840; GO:0006412; GO:1990904
